,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeM2320,M2320,166,M23.20 Derangement of meniscus due to old tear or injury (Multiple sites),codeM2320,M23,M23 Internal derangement of knee,codeM2320,40,0,0,0,NaN,0.444911359395954,0.738387143988437,NA
codeM2321,M2321,58,M23.21 Derangement of meniscus due to old tear or injury (Anterior cruciate ligament or Anterior horn of medial meniscus),codeM2321,M23,M23 Internal derangement of knee,codeM2321,40,0,0,0,NaN,-0.398092551265431,0.339648771088348,NA
codeM2322,M2322,421,M23.22 Derangement of meniscus due to old tear or injury (Posterior cruciate ligament or Posterior horn of medial meniscus),codeM2322,M23,M23 Internal derangement of knee,codeM2322,40,0,0,0,NaN,0.0362961168462122,0.219269755409483,NA
codeM2323,M2323,545,M23.23 Derangement of meniscus due to old tear or injury (Medial collateral ligament or Other and unspecified medial meniscus),codeM2323,M23,M23 Internal derangement of knee,codeM2323,40,124,0,0,0.695475409365239,0.249056690946379,0.703822542073002,0.0427665550288866
codeM2324,M2324,39,M23.24 Derangement of meniscus due to old tear or injury (Lateral collateral ligament or Anterior horn of lateral meniscus),codeM2324,M23,M23 Internal derangement of knee,codeM2324,40,0,0,0,NaN,-0.539337410480988,0.35378334657414,NA
codeM2325,M2325,36,M23.25 Derangement of meniscus due to old tear or injury (Posterior horn of lateral meniscus),codeM2325,M23,M23 Internal derangement of knee,codeM2325,40,0,0,0,NaN,-0.373554310142835,0.263133188113211,NA
codeM2326,M2326,127,M23.26 Derangement of meniscus due to old tear or injury (Other and unspecified lateral meniscus),codeM2326,M23,M23 Internal derangement of knee,codeM2326,40,0,0,0,NaN,0.35844872055486,0.473077379353182,NA
codeM233,M233,71,M23.3 Other meniscus derangements,codeM233,M23,M23 Internal derangement of knee,codeM233,40,0,0,0,NaN,0.355050100662408,0.272195863026854,NA
codeM2330,M2330,58,M23.30 Other meniscus derangements (Multiple sites),codeM2330,M23,M23 Internal derangement of knee,codeM2330,40,0,0,0,NaN,-0.562351797010507,0.487276654765516,NA
codeM2332,M2332,84,M23.32 Other meniscus derangements (Posterior cruciate ligament or Posterior horn of medial meniscus),codeM2332,M23,M23 Internal derangement of knee,codeM2332,40,0,0,0,NaN,-0.279595594406817,0.2673104709392,NA
codeM2333,M2333,182,M23.33 Other meniscus derangements (Medial collateral ligament or Other and unspecified medial meniscus),codeM2333,M23,M23 Internal derangement of knee,codeM2333,40,0,0,0,NaN,0.0338060084068628,0.180669270112088,NA
codeM2336,M2336,79,M23.36 Other meniscus derangements (Other and unspecified lateral meniscus),codeM2336,M23,M23 Internal derangement of knee,codeM2336,40,0,0,0,NaN,-0.230005933183366,0.204073664508026,NA
codeM234,M234,81,M23.4 Loose body in knee,codeM234,M23,M23 Internal derangement of knee,codeM234,40,0,0,0,NaN,-0.227617646945339,0.21649756156593,NA
codeM238,M238,119,M23.8 Other internal derangements of knee,codeM238,M23,M23 Internal derangement of knee,codeM238,40,0,0,0,NaN,-0.0671454000814674,0.207619039613836,NA
codeM2381,M2381,73,M23.81 Other internal derangements of knee (Anterior cruciate ligament or Anterior horn of medial meniscus),codeM2381,M23,M23 Internal derangement of knee,codeM2381,40,3,0,0,-1.44404476327435,-0.24153583381357,0.298694854342296,0.0625539080270619
codeM2389,M2389,46,M23.89 Other internal derangements of knee (Unspecified ligament or Unspecified meniscus),codeM2389,M23,M23 Internal derangement of knee,codeM2389,40,0,0,0,NaN,-0.139049466979181,0.166891466661111,NA
codeM2416,M2416,69,M24.16 Other articular cartilage disorders (Lower leg),codeM2416,M24,M24 Other specific joint derangements,codeM2416,40,0,0,0,NaN,0.186356731643874,0.189257974839304,NA
codeM2546,M2546,124,M25.46 Effusion of joint (Lower leg),codeM2546,M25,M25 Other joint disorders- not elsewhere classified,codeM2546,40,0,0,0,NaN,0.146446077491005,0.245508529523235,NA
codeM255,M255,186,M25.5 Pain in joint,codeM255,M25,M25 Other joint disorders- not elsewhere classified,codeM255,40,8,0,0,1.00300567119491,0.2234974365892,0.345347185836413,0.205172132522434
codeM2550,M2550,47,M25.50 Pain in joint (Multiple sites),codeM2550,M25,M25 Other joint disorders- not elsewhere classified,codeM2550,41,4,0,0,-2.49727557993689,-0.925238603307465,0.878733870977616,0.267864287458641
codeM2551,M2551,191,M25.51 Pain in joint (Shoulder region),codeM2551,M25,M25 Other joint disorders- not elsewhere classified,codeM2551,41,2,0,0,-1.03809142528948,-0.389427925497302,0.700988164088598,0.000211365197536251
codeM2554,M2554,40,M25.54 Pain in joint (Hand),codeM2554,M25,M25 Other joint disorders- not elsewhere classified,codeM2554,41,0,0,0,NaN,-0.182815316339918,0.169172269601427,NA
codeM2555,M2555,301,M25.55 Pain in joint (Pelvic region and thigh),codeM2555,M25,M25 Other joint disorders- not elsewhere classified,codeM2555,41,0,0,0,NaN,-0.097430055570275,0.191797397771884,NA
codeM2556,M2556,297,M25.56 Pain in joint (Lower leg),codeM2556,M25,M25 Other joint disorders- not elsewhere classified,codeM2556,41,0,0,0,NaN,-0.0532005616117867,0.183446508528763,NA
codeM2557,M2557,100,M25.57 Pain in joint (Ankle and foot),codeM2557,M25,M25 Other joint disorders- not elsewhere classified,codeM2557,41,0,0,0,NaN,0.197202466148312,0.213690436583273,NA
codeM257,M257,41,M25.7 Osteophyte,codeM257,M25,M25 Other joint disorders- not elsewhere classified,codeM257,41,0,0,0,NaN,-0.0678545935228958,0.16551069149369,NA
codeM2574,M2574,42,M25.74 Osteophyte (Hand),codeM2574,M25,M25 Other joint disorders- not elsewhere classified,codeM2574,41,0,0,0,NaN,0.310832265813911,0.298876130628702,NA
codeM2575,M2575,51,M25.75 Osteophyte (Pelvic region and thigh),codeM2575,M25,M25 Other joint disorders- not elsewhere classified,codeM2575,41,88,0,0,2.12780683788858,0.606500734233949,0.413318112182906,0.0820503930654757
codeM2576,M2576,100,M25.76 Osteophyte (Lower leg),codeM2576,M25,M25 Other joint disorders- not elsewhere classified,codeM2576,41,0,0,0,NaN,-0.00116013480536383,0.152848068744807,NA
codeM2577,M2577,99,M25.77 Osteophyte (Ankle and foot),codeM2577,M25,M25 Other joint disorders- not elsewhere classified,codeM2577,41,0,0,0,NaN,-0.0548894150648851,0.19856735037772,NA
codeM2578,M2578,37,M25.78 Osteophyte (Other),codeM2578,M25,M25 Other joint disorders- not elsewhere classified,codeM2578,41,0,0,0,NaN,-0.668692170816227,0.491383295975171,NA
codeM316,M316,63,M31.6 Other giant cell arteritis,codeM316,M31,M31 Other necrotising vasculopathies,codeM316,41,0,0,0,NaN,-0.342282656720553,0.307374344913354,NA
codeM329,M329,35,M32.9 Systemic lupus erythematosus- unspecified,codeM329,M32,M32 Systemic lupus erythematosus,codeM329,41,0,0,0,NaN,-0.124990636600585,0.133082674171249,NA
codeM350,M350,73,M35.0 Sicca syndrome [Sj/gren],codeM350,M35,M35 Other systemic involvement of connective tissue,codeM350,41,20,0,0,-1.41282557666848,-0.736113875822472,0.796149805559835,0.0888090617183873
codeM353,M353,285,M35.3 Polymyalgia rheumatica,codeM353,M35,M35 Other systemic involvement of connective tissue,codeM353,41,0,0,0,NaN,-0.406798183287911,0.923728162598863,NA
codeM419,M419,99,M41.9 Scoliosis- unspecified,codeM419,M41,M41 Scoliosis,codeM419,41,0,0,0,NaN,-0.452648652721968,0.524272420226533,NA
codeM4196,M4196,72,M41.96 Scoliosis- unspecified (Lumbar region),codeM4196,M41,M41 Scoliosis,codeM4196,41,0,0,0,NaN,0.051617154891893,0.13397806465381,NA
codeM4316,M4316,139,M43.16 Spondylolisthesis (Lumbar region),codeM4316,M43,M43 Other deforming dorsopathies,codeM4316,41,0,0,0,NaN,-0.506617526532107,0.781027301317353,NA
codeM4317,M4317,51,M43.17 Spondylolisthesis (Lumbosacral region),codeM4317,M43,M43 Other deforming dorsopathies,codeM4317,41,0,0,0,NaN,-0.0972006840523757,0.12687028588978,NA
codeM45,M45,45,M45 Ankylosing spondylitis,codeM45,M45,M45 Ankylosing spondylitis,codeM45,41,1,0,0,1.78931494920084,0.596099974211399,0.527078929004174,NA
codeM469,M469,82,M46.9 Inflammatory spondylopathy- unspecified,codeM469,M46,M46 Other inflammatory spondylopathies,codeM469,42,0,0,0,NaN,0.174371081602596,0.214368764734334,NA
codeM4692,M4692,45,M46.92 Inflammatory spondylopathy- unspecified (Cervical region),codeM4692,M46,M46 Other inflammatory spondylopathies,codeM4692,42,0,0,0,NaN,-0.415704747552187,0.321779116233618,NA
codeM4696,M4696,37,M46.96 Inflammatory spondylopathy- unspecified (Lumbar region),codeM4696,M46,M46 Other inflammatory spondylopathies,codeM4696,42,0,0,0,NaN,-0.0956080526072382,0.123267675230386,NA
codeM4722,M4722,33,M47.22 Other spondylosis with radiculopathy (Cervical region),codeM4722,M47,M47 Spondylosis,codeM4722,42,0,0,0,NaN,0.470796750376279,0.263665583574651,NA
codeM4726,M4726,59,M47.26 Other spondylosis with radiculopathy (Lumbar region),codeM4726,M47,M47 Spondylosis,codeM4726,42,0,0,0,NaN,0.0334344536579803,0.162215483521052,NA
codeM478,M478,93,M47.8 Other spondylosis,codeM478,M47,M47 Spondylosis,codeM478,42,39,0,0,1.39761979291991,0.250395830123265,0.341273713616089,0.113477438752782
codeM4780,M4780,92,M47.80 Other spondylosis (Multiple sites in spine),codeM4780,M47,M47 Spondylosis,codeM4780,42,4,0,0,-1.74513131629883,-0.157632438262916,0.239211536333093,0.0442675204209899
codeM4782,M4782,380,M47.82 Other spondylosis (Cervical region),codeM4782,M47,M47 Spondylosis,codeM4782,42,0,0,0,NaN,-0.134387397807004,0.268208120144363,NA
codeM4786,M4786,331,M47.86 Other spondylosis (Lumbar region),codeM4786,M47,M47 Spondylosis,codeM4786,42,0,0,0,NaN,-0.102131813456778,0.192954912887783,NA
codeM4787,M4787,82,M47.87 Other spondylosis (Lumbosacral region),codeM4787,M47,M47 Spondylosis,codeM4787,42,0,0,0,NaN,0.00506936765828267,0.147671784072581,NA
codeM479,M479,226,M47.9 Spondylosis- unspecified,codeM479,M47,M47 Spondylosis,codeM479,42,0,0,0,NaN,-0.0563770202933069,0.249547488860359,NA
codeM4790,M4790,47,M47.90 Spondylosis- unspecified (Multiple sites in spine),codeM4790,M47,M47 Spondylosis,codeM4790,42,0,0,0,NaN,-0.0209091819309857,0.159732845929636,NA
codeM4792,M4792,87,M47.92 Spondylosis- unspecified (Cervical region),codeM4792,M47,M47 Spondylosis,codeM4792,42,0,0,0,NaN,-0.120191644579454,0.17922997299497,NA
codeM4796,M4796,100,M47.96 Spondylosis- unspecified (Lumbar region),codeM4796,M47,M47 Spondylosis,codeM4796,42,44,0,0,-1.46914607486475,-0.418596371509471,0.432278117189473,0.0701756634107608
codeM4797,M4797,42,M47.97 Spondylosis- unspecified (Lumbosacral region),codeM4797,M47,M47 Spondylosis,codeM4797,42,1160,6527,0,-2.38240319532357,-1.27763753853078,1.24542204469713,0.228222802983321
codeM4799,M4799,69,M47.99 Spondylosis- unspecified (Site unspecified),codeM4799,M47,M47 Spondylosis,codeM4799,42,647,8030,0,-1.59359048145529,-0.969465113802144,1.28562267647267,0.112007077587193
codeM480,M480,114,M48.0 Spinal stenosis,codeM480,M48,M48 Other spondylopathies,codeM480,42,0,0,0,NaN,-0.0609389523833701,0.166447588665158,NA
codeM4802,M4802,90,M48.02 Spinal stenosis (Cervical region),codeM4802,M48,M48 Other spondylopathies,codeM4802,42,18,0,0,-2.15013051566192,-0.229757788807117,0.243515212542691,0.055119492660018
codeM4806,M4806,412,M48.06 Spinal stenosis (Lumbar region),codeM4806,M48,M48 Other spondylopathies,codeM4806,42,6,0,0,-0.681994439709583,-0.388297597682024,1.28614467453316,0.072377308951958
codeM4807,M4807,51,M48.07 Spinal stenosis (Lumbosacral region),codeM4807,M48,M48 Other spondylopathies,codeM4807,43,0,0,0,NaN,-0.439666610797,0.430035336601471,NA
codeM4854,M4854,31,M48.54 Collapsed vertebra- not elsewhere classified (Thoracic region),codeM4854,M48,M48 Other spondylopathies,codeM4854,43,0,0,0,NaN,-0.199280088441247,0.214757493187507,NA
codeM500,M500,52,M50.0 Cervical disk disorder with myelopathy,codeM500,M50,M50 Cervical disk disorders,codeM500,43,0,0,0,NaN,-0.156846477917257,0.207578246158049,NA
codeM501,M501,62,M50.1 Cervical disk disorder with radiculopathy,codeM501,M50,M50 Cervical disk disorders,codeM501,43,1,0,0,1.44383581609481,0.20184646610542,0.245613855001618,NA
codeM502,M502,52,M50.2 Other cervical disk displacement,codeM502,M50,M50 Cervical disk disorders,codeM502,43,6,0,0,-2.09259326172052,-0.959571200034153,0.935170392493204,0.0601066783887491
codeM503,M503,67,M50.3 Other cervical disk degeneration,codeM503,M50,M50 Cervical disk disorders,codeM503,43,0,0,0,NaN,-0.430371801671468,0.422462275248708,NA
codeM510,M510,34,M51.0 Lumbar and other intervertebral disk disorders with myelopathy,codeM510,M51,M51 Other intervertebral disk disorders,codeM510,43,0,0,0,NaN,0.24671284681966,0.23515992998965,NA
codeM511,M511,461,M51.1 Lumbar and other intervertebral disk disorders with radiculopathy,codeM511,M51,M51 Other intervertebral disk disorders,codeM511,43,0,0,0,NaN,-0.132305293677463,0.284438973152979,NA
codeM512,M512,415,M51.2 Other specified intervertebral disk displacement,codeM512,M51,M51 Other intervertebral disk disorders,codeM512,43,7,0,0,-0.766176129617207,-0.204379615890024,0.416265398656171,0.0369787921625926
codeM513,M513,400,M51.3 Other specified intervertebral disk degeneration,codeM513,M51,M51 Other intervertebral disk disorders,codeM513,43,82,0,0,-0.735868579048148,-0.392269945993726,1.1993278963704,0.0271132437288077
codeM518,M518,33,M51.8 Other specified intervertebral disk disorders,codeM518,M51,M51 Other intervertebral disk disorders,codeM518,43,0,0,0,NaN,-0.570183056286185,0.375478711093703,NA
codeM533,M533,40,M53.3 Sacrococcygeal disorders- not elsewhere classified,codeM533,M53,M53 Other dorsopathies- not elsewhere classified,codeM533,43,0,0,0,NaN,0.180807498652582,0.253168935498577,NA
codeM5416,M5416,84,M54.16 Radiculopathy (Lumbar region),codeM5416,M54,M54 Dorsalgia,codeM5416,43,0,0,0,NaN,-0.595179272938041,0.72311411752587,NA
codeM542,M542,159,M54.2 Cervicalgia,codeM542,M54,M54 Dorsalgia,codeM542,43,0,0,0,NaN,-0.281933038828017,0.406073598212433,NA
codeM5422,M5422,106,M54.22 Cervicalgia (Cervical region),codeM5422,M54,M54 Dorsalgia,codeM5422,43,22,0,0,-1.44491439335027,-0.678863742453715,0.985901373951478,0.05054650580182
codeM543,M543,228,M54.3 Sciatica,codeM543,M54,M54 Dorsalgia,codeM543,43,0,0,0,NaN,-0.298462477087434,0.575884832987302,NA
codeM5436,M5436,39,M54.36 Sciatica (Lumbar region),codeM5436,M54,M54 Dorsalgia,codeM5436,43,0,0,0,NaN,-0.101352895886583,0.182937564385623,NA
codeM5439,M5439,54,M54.39 Sciatica (Site unspecified),codeM5439,M54,M54 Dorsalgia,codeM5439,43,0,0,0,NaN,-0.167695918829241,0.270288416699233,NA
codeM544,M544,36,M54.4 Lumbago with sciatica,codeM544,M54,M54 Dorsalgia,codeM544,43,0,0,0,NaN,0.184243228919399,0.188603133126176,NA
codeM545,M545,600,M54.5 Low back pain,codeM545,M54,M54 Dorsalgia,codeM545,43,0,0,0,NaN,-0.0130670495438442,0.201744603095236,NA
codeM5456,M5456,305,M54.56 Low back pain (Lumbar region),codeM5456,M54,M54 Dorsalgia,codeM5456,43,3,0,0,-0.743236101485068,-0.421279782647671,1.13589245853589,0.098904526604819
codeM5457,M5457,101,M54.57 Low back pain (Lumbosacral region),codeM5457,M54,M54 Dorsalgia,codeM5457,44,0,0,0,NaN,0.379203675221573,0.449942173824823,NA
codeM5458,M5458,42,M54.58 Low back pain (Sacral and sacrococcygeal region),codeM5458,M54,M54 Dorsalgia,codeM5458,44,0,0,0,NaN,-0.328752661110499,0.31549120881291,NA
codeM5459,M5459,211,M54.59 Low back pain (Site unspecified),codeM5459,M54,M54 Dorsalgia,codeM5459,44,222,0,0,-1.02651535590024,-0.453332542938059,0.964528775930973,0.0665481861108512
codeM549,M549,490,M54.9 Dorsalgia- unspecified,codeM549,M54,M54 Dorsalgia,codeM549,44,8623,24302,0,-0.748714907780314,-0.565577118778362,2.32274946690768,0.0999624929333058
codeM5496,M5496,39,M54.96 Dorsalgia- unspecified (Lumbar region),codeM5496,M54,M54 Dorsalgia,codeM5496,44,1,0,0,-3.14600694542517,-1.06790331992525,0.894554766056385,NA
codeM5499,M5499,153,M54.99 Dorsalgia- unspecified (Site unspecified),codeM5499,M54,M54 Dorsalgia,codeM5499,44,284,0,0,-1.21233429269248,-0.504047440607704,0.765178098092141,0.0881327204417879
codeM653,M653,255,M65.3 Trigger finger,codeM653,M65,M65 Synovitis and tenosynovitis,codeM653,44,0,0,0,NaN,0.185915857264908,0.39380343841599,NA
codeM6534,M6534,104,M65.34 Trigger finger-Hand,codeM6534,M65,M65 Synovitis and tenosynovitis,codeM6534,44,0,0,0,NaN,0.375296347270143,0.491728243075131,NA
codeM6591,M6591,41,M65.91 Synovitis and tenosynovitis- unspecified (Shoulder region),codeM6591,M65,M65 Synovitis and tenosynovitis,codeM6591,44,0,0,0,NaN,-0.0371339766133349,0.189075266232952,NA
codeM6596,M6596,100,M65.96 Synovitis and tenosynovitis- unspecified (Lower leg),codeM6596,M65,M65 Synovitis and tenosynovitis,codeM6596,44,0,0,0,NaN,0.300445303514438,0.316685529850144,NA
codeM6597,M6597,40,M65.97 Synovitis and tenosynovitis- unspecified (Ankle and foot),codeM6597,M65,M65 Synovitis and tenosynovitis,codeM6597,44,0,0,0,NaN,-0.514350291458797,0.329998474445938,NA
codeM674,M674,375,M67.4 Ganglion,codeM674,M67,M67 Other disorders of synovium and tendon,codeM674,44,0,0,0,NaN,0.105340470354804,0.221038556249698,NA
codeM678,M678,94,M67.8 Other specified disorders of synovium and tendon,codeM678,M67,M67 Other disorders of synovium and tendon,codeM678,44,0,0,0,NaN,0.353656836496926,0.380512642674522,NA
codeM679,M679,35,M67.9 Disorder of synovium and tendon- unspecified,codeM679,M67,M67 Other disorders of synovium and tendon,codeM679,44,310,0,0,-2.33855546507609,-1.50162138611993,1.44036937942248,0.287869670418334
codeM706,M706,110,M70.6 Trochanteric bursitis,codeM706,M70,M70 Soft tissue disorders related to use- overuse and pressure,codeM706,44,0,0,0,NaN,-0.139097538921239,0.214870536455763,NA
codeM712,M712,54,M71.2 Synovial cyst of popliteal space [Baker],codeM712,M71,M71 Other bursopathies,codeM712,44,0,0,0,NaN,0.225262459959336,0.181922468540986,NA
codeM720,M720,448,M72.0 Palmar fascial fibromatosis [Dupuytren],codeM720,M72,M72 Fibroblastic disorders,codeM720,44,0,0,0,NaN,-0.0354074481298666,0.181396459582847,NA
codeM7204,M7204,127,M72.04 Palmar fascial fibromatosis [Dupuytren]-Hand,codeM7204,M72,M72 Fibroblastic disorders,codeM7204,44,0,0,0,NaN,0.167955385880645,0.222784633314418,NA
codeM722,M722,52,M72.2 Plantar fascial fibromatosis,codeM722,M72,M72 Fibroblastic disorders,codeM722,44,0,0,0,NaN,0.284487730698193,0.244424881598609,NA
codeM750,M750,224,M75.0 Adhesive capsulitis of shoulder,codeM750,M75,M75 Shoulder lesions,codeM750,45,207,0,0,-1.12576856048896,-0.447528620394258,0.916484263268956,0.0951831693592893
codeM751,M751,554,M75.1 Rotator cuff syndrome,codeM751,M75,M75 Shoulder lesions,codeM751,45,0,0,0,NaN,-0.158737204127998,0.380679741237899,NA
codeM752,M752,32,M75.2 Bicipital tendinitis,codeM752,M75,M75 Shoulder lesions,codeM752,45,0,0,0,NaN,-0.453430729745073,0.256573098107424,NA
codeM753,M753,48,M75.3 Calcific tendinitis of shoulder,codeM753,M75,M75 Shoulder lesions,codeM753,45,0,0,0,NaN,0.35485136741749,0.284111393495609,NA
codeM754,M754,688,M75.4 Impingement syndrome of shoulder,codeM754,M75,M75 Shoulder lesions,codeM754,45,0,0,0,NaN,-0.0419854086040418,0.173916081467061,NA
codeM755,M755,118,M75.5 Bursitis of shoulder,codeM755,M75,M75 Shoulder lesions,codeM755,45,0,0,0,NaN,0.0573557749314029,0.159107322061772,NA
codeM758,M758,185,M75.8 Other shoulder lesions,codeM758,M75,M75 Shoulder lesions,codeM758,45,0,0,0,NaN,0.0675544400945042,0.166331360002529,NA
codeM771,M771,40,M77.1 Lateral epicondylitis,codeM771,M77,M77 Other enthesopathies,codeM771,45,0,0,0,NaN,0.462520966123941,0.401397082072107,NA
codeM7712,M7712,34,M77.12 Lateral epicondylitis (Upper arm),codeM7712,M77,M77 Other enthesopathies,codeM7712,45,0,0,0,NaN,0.220894328983269,0.197029994812073,NA
codeM774,M774,41,M77.4 Metatarsalgia,codeM774,M77,M77 Other enthesopathies,codeM774,45,0,0,0,NaN,-0.511149496631662,0.457436279103025,NA
codeM7909,M7909,35,M79.09 Rheumatism- unspecified (Site unspecified),codeM7909,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7909,45,0,0,0,NaN,-0.569752899560282,0.335408893710333,NA
codeM791,M791,33,M79.1 Myalgia,codeM791,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM791,45,0,0,0,NaN,-1.12825636782323,0.907848176400321,NA
codeM796,M796,136,M79.6 Pain in limb,codeM796,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM796,45,23,0,0,1.07523790886795,0.372911770685416,0.491638242033905,0.109228824771883
codeM7960,M7960,62,M79.60 Pain in limb (Multiple sites),codeM7960,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7960,45,0,0,0,NaN,-0.655210047349219,0.63213765188067,NA
codeM7962,M7962,51,M79.62 Pain in limb (Upper arm),codeM7962,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7962,45,0,0,0,NaN,-0.445713504989531,0.36249872019546,NA
codeM7965,M7965,98,M79.65 Pain in limb (Pelvic region and thigh),codeM7965,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7965,45,0,0,0,NaN,-0.124156432614766,0.302466767601195,NA
codeM7966,M7966,424,M79.66 Pain in limb (Lower leg),codeM7966,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7966,45,1,0,0,0.992357461608423,-0.0526775860735158,0.237562646643973,NA
codeM7967,M7967,65,M79.67 Pain in limb (Ankle and foot),codeM7967,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7967,45,0,0,0,NaN,0.0285593216882854,0.146815147572214,NA
codeM797,M797,188,M79.7 Fibromyalgia,codeM797,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM797,45,9352,27611,0,-1.19318372456165,-0.964717218088774,2.5131522590179,0.182238759703774
codeM7979,M7979,49,M79.79 Fibromyalgia (Site unspecified),codeM7979,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7979,45,6,0,0,-2.00381963068352,-0.876603920561708,0.849208930036288,0.0357567287372114
codeM798,M798,106,M79.8 Other specified soft tissue disorders,codeM798,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM798,45,0,0,0,NaN,0.221615386221804,0.230429539034386,NA
codeM7986,M7986,504,M79.86 Other specified soft tissue disorders (Lower leg),codeM7986,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7986,46,0,0,0,NaN,-0.179153309096847,0.540893384653161,NA
codeM7987,M7987,49,M79.87 Other specified soft tissue disorders (Ankle and foot),codeM7987,M79,M79 Other soft tissue disorders- not elsewhere classified,codeM7987,46,0,0,0,NaN,-0.223427698319579,0.207646257084602,NA
codeM8098,M8098,60,M80.98 Unspecified osteoporosis with pathological fracture (Other),codeM8098,M80,M80 Osteoporosis with pathological fracture,codeM8098,46,0,0,0,NaN,-0.322416261121619,0.289526907352729,NA
codeM819,M819,928,M81.9 Osteoporosis- unspecified,codeM819,M81,M81 Osteoporosis without pathological fracture,codeM819,46,0,0,0,NaN,-0.0323141478773302,0.151579189132412,NA
codeM8190,M8190,43,M81.90 Osteoporosis- unspecified (Multiple sites),codeM8190,M81,M81 Osteoporosis without pathological fracture,codeM8190,46,0,0,0,NaN,-0.549638654859534,0.339875871418626,NA
codeM8198,M8198,46,M81.98 Osteoporosis- unspecified (Other),codeM8198,M81,M81 Osteoporosis without pathological fracture,codeM8198,46,0,0,0,NaN,0.0676408920502191,0.1879438665162,NA
codeM8199,M8199,324,M81.99 Osteoporosis- unspecified (Site unspecified),codeM8199,M81,M81 Osteoporosis without pathological fracture,codeM8199,46,0,0,0,NaN,-0.11725883119126,0.2141812555273,NA
codeM858,M858,278,M85.8 Other specified disorders of bone density and structure,codeM858,M85,M85 Other disorders of bone density and structure,codeM858,46,0,0,0,NaN,-0.19739993125124,0.387524945574986,NA
codeM8589,M8589,44,M85.89 Other specified disorders of bone density and structure (Site unspecified),codeM8589,M85,M85 Other disorders of bone density and structure,codeM8589,46,0,0,0,NaN,-0.0843446965608677,0.232659835415683,NA
codeM8997,M8997,48,M89.97 Disorder of bone- unspecified (Ankle and foot),codeM8997,M89,M89 Other disorders of bone,codeM8997,46,544,8423,0,2.28277539319974,1.20128062129132,1.34136025744007,0.261646631117278
codeM940,M940,39,M94.0 Chondrocostal junction syndrome [Tietze],codeM940,M94,M94 Other disorders of cartilage,codeM940,46,0,0,0,NaN,0.0528303856318556,0.216821790054946,NA
codeM9486,M9486,37,M94.86 Other specified disorders of cartilage (Lower leg),codeM9486,M94,M94 Other disorders of cartilage,codeM9486,46,124,0,0,2.58138191741984,1.25478429527435,1.14726274700107,0.587352989642682
codeN029,N029,33,N02.9 Unspecified,codeN029,N02,N02 Recurrent and persistent haematuria,codeN029,46,0,0,0,NaN,-0.365091206387464,0.245783666381385,NA
codeN039,N039,44,N03.9 Unspecified,codeN039,N03,N03 Chronic nephritic syndrome,codeN039,46,506,9074,0,-2.0633170235108,-1.32160753996591,1.43792037363058,0.272788245477111
codeN12,N12,174,N12 Tubulo-interstitial nephritis- not specified as acute or chronic,codeN12,N12,N12 Tubulo-interstitial nephritis- not specified as acute or chronic,codeN12,46,83,12425,0,-1.15925197795006,-0.710342514404552,1.56066419879791,0.111432767075866
codeN131,N131,49,N13.1 Hydronephrosis with ureteral stricture- not elsewhere classified,codeN131,N13,N13 Obstructive and reflux uropathy,codeN131,46,0,0,0,NaN,-0.189172227278973,0.182133488153958,NA
codeN132,N132,138,N13.2 Hydronephrosis with renal and ureteral calculous obstruction,codeN132,N13,N13 Obstructive and reflux uropathy,codeN132,46,0,0,0,NaN,-0.195331311815277,0.203902931061064,NA
codeN133,N133,241,N13.3 Other and unspecified hydronephrosis,codeN133,N13,N13 Obstructive and reflux uropathy,codeN133,46,1,0,0,-0.737996276694088,-0.319342236903176,0.665279439063426,NA
codeN135,N135,61,N13.5 Kinking and stricture of ureter without hydronephrosis,codeN135,N13,N13 Obstructive and reflux uropathy,codeN135,46,0,0,0,NaN,0.238165149426065,0.221564854219415,NA
codeN179,N179,1239,N17.9 Acute renal failure- unspecified,codeN179,N17,N17 Acute renal failure,codeN179,47,16389,25970,403,-0.527813840891865,-0.440872440094615,3.36062151000294,0.118522621917146
codeN182,N182,112,N18.2 Chronic kidney disease- stage 2,codeN182,N18,N18 Chronic renal failure,codeN182,47,46,0,0,-1.51313010966351,-0.518148300474525,0.63410019741122,0.108655256435017
codeN183,N183,614,N18.3 Chronic kidney disease- stage 3,codeN183,N18,N18 Chronic renal failure,codeN183,47,14330,26981,0,-0.695365184790679,-0.578372512894929,2.9742468257631,0.123932306522291
codeN184,N184,68,N18.4 Chronic kidney disease- stage 4,codeN184,N18,N18 Chronic renal failure,codeN184,47,128,0,0,-2.09833646667361,-0.859871714138994,1.01197557350772,0.147734504029957
