,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeN185,N185,58,N18.5 Chronic kidney disease- stage 5,codeN185,N18,N18 Chronic renal failure,codeN185,47,1612,6080,0,-2.00513766739224,-1.0796304287335,1.20914005241558,0.110519789412074
codeN189,N189,541,N18.9 Chronic renal failure- unspecified,codeN189,N18,N18 Chronic renal failure,codeN189,47,10755,21121,1348,-0.892644138973066,-0.593528079357548,2.18644129605958,0.217695580091676
codeN19,N19,156,N19 Unspecified renal failure,codeN19,N19,N19 Unspecified renal failure,codeN19,47,3855,10398,0,-1.33419629531739,-0.732886793360474,1.36194133992705,0.145318393274858
codeN200,N200,445,N20.0 Calculus of kidney,codeN200,N20,N20 Calculus of kidney and ureter,codeN200,47,17,0,0,-0.605366095699483,-0.284432041357903,0.876390986104413,0.0304851207052492
codeN201,N201,269,N20.1 Calculus of ureter,codeN201,N20,N20 Calculus of kidney and ureter,codeN201,47,0,0,0,NaN,-0.172237989470498,0.318721385764656,NA
codeN202,N202,57,N20.2 Calculus of kidney with calculus of ureter,codeN202,N20,N20 Calculus of kidney and ureter,codeN202,47,3,0,0,2.64783209994719,-0.133973199754205,0.156869018695582,0.0485540894402889
codeN210,N210,107,N21.0 Calculus in bladder,codeN210,N21,N21 Calculus of lower urinary tract,codeN210,47,1,0,0,1.15009627547284,0.205849916471561,0.226402084999871,NA
codeN23,N23,216,N23 Unspecified renal colic,codeN23,N23,N23 Unspecified renal colic,codeN23,47,0,0,0,NaN,-0.0261341756074155,0.140007374733598,NA
codeN281,N281,304,N28.1 Cyst of kidney- acquired,codeN281,N28,N28 Other disorders of kidney and ureter- not elsewhere classified,codeN281,47,0,0,0,NaN,-0.264284222106405,0.520825465368454,NA
codeN288,N288,124,N28.8 Other specified disorders of kidney and ureter,codeN288,N28,N28 Other disorders of kidney and ureter- not elsewhere classified,codeN288,47,62,0,0,-1.20827481907972,-0.652173078348804,1.12828086097624,0.123412862490795
codeN289,N289,86,N28.9 Disorder of kidney and ureter- unspecified,codeN289,N28,N28 Other disorders of kidney and ureter- not elsewhere classified,codeN289,47,0,0,0,NaN,0.159490774778519,0.189986285564757,NA
codeN302,N302,104,N30.2 Other chronic cystitis,codeN302,N30,N30 Cystitis,codeN302,47,26,0,0,-1.93515465482175,-0.343549544137613,0.396472475266271,0.074579161202257
codeN303,N303,32,N30.3 Trigonitis,codeN303,N30,N30 Cystitis,codeN303,47,0,0,0,NaN,-0.521622227531259,0.334586752264378,NA
codeN308,N308,78,N30.8 Other cystitis,codeN308,N30,N30 Cystitis,codeN308,47,0,0,0,NaN,0.289950408105871,0.259847815477101,NA
codeN309,N309,154,N30.9 Cystitis- unspecified,codeN309,N30,N30 Cystitis,codeN309,47,0,0,0,NaN,-0.348288877941144,0.496717005162785,NA
codeN318,N318,50,N31.8 Other neuromuscular dysfunction of bladder,codeN318,N31,N31 Neuromuscular dysfunction of bladder- not elsewhere classified,codeN318,47,0,0,0,NaN,-0.633909821325996,0.534139296090966,NA
codeN319,N319,51,N31.9 Neuromuscular dysfunction of bladder- unspecified,codeN319,N31,N31 Neuromuscular dysfunction of bladder- not elsewhere classified,codeN319,47,0,0,0,NaN,-0.798222948064188,0.722627982918866,NA
codeN320,N320,211,N32.0 Bladder-neck obstruction,codeN320,N32,N32 Other disorders of bladder,codeN320,48,0,0,0,NaN,0.0444107498357487,0.160365542858043,NA
codeN323,N323,136,N32.3 Diverticulum of bladder,codeN323,N32,N32 Other disorders of bladder,codeN323,48,2,0,0,1.12275788341226,-0.0992050159988402,0.20046059691662,0.0283576810512041
codeN328,N328,910,N32.8 Other specified disorders of bladder,codeN328,N32,N32 Other disorders of bladder,codeN328,48,8950,19322,0,-0.577501711534249,-0.390668747286562,2.08936682177947,0.0598857291416397
codeN329,N329,93,N32.9 Bladder disorder- unspecified,codeN329,N32,N32 Other disorders of bladder,codeN329,48,0,0,0,NaN,0.160860731146255,0.185461936999303,NA
codeN359,N359,380,N35.9 Urethral stricture- unspecified,codeN359,N35,N35 Urethral stricture,codeN359,48,1901,18823,0,-0.777892216377685,-0.515521954443259,1.82202852137231,0.0731393646640791
codeN368,N368,36,N36.8 Other specified disorders of urethra,codeN368,N36,N36 Other disorders of urethra,codeN368,48,0,0,0,NaN,-0.000207818061094511,0.189424125378918,NA
codeN390,N390,1771,N39.0 Urinary tract infection- site not specified,codeN390,N39,N39 Other disorders of urinary system,codeN390,48,9522,24054,0,-0.437777383010458,-0.317165074183559,2.34362567107319,0.0661567203257918
codeN393,N393,566,N39.3 Stress incontinence,codeN393,N39,N39 Other disorders of urinary system,codeN393,48,0,0,0,NaN,-0.226717867980632,0.773914479778635,NA
codeN394,N394,212,N39.4 Other specified urinary incontinence,codeN394,N39,N39 Other disorders of urinary system,codeN394,48,0,0,0,NaN,-0.440274958744377,0.898347239412289,NA
codeN398,N398,55,N39.8 Other specified disorders of urinary system,codeN398,N39,N39 Other disorders of urinary system,codeN398,48,0,0,0,NaN,-0.609685126136634,0.569328870839246,NA
codeN399,N399,81,N39.9 Disorder of urinary system- unspecified,codeN399,N39,N39 Other disorders of urinary system,codeN399,48,0,0,0,NaN,-0.245961729432996,0.288956953190807,NA
codeN40,N40,2073,N40 Hyperplasia of prostate,codeN40,N40,N40 Hyperplasia of prostate,codeN40,48,3797,17321,0,-0.396647041057618,-0.239060046359898,1.78297791492815,0.0405559870929349
codeN410,N410,48,N41.0 Acute prostatitis,codeN410,N41,N41 Inflammatory diseases of prostate,codeN410,48,0,0,0,NaN,-0.321260931798806,0.245784831545748,NA
codeN411,N411,154,N41.1 Chronic prostatitis,codeN411,N41,N41 Inflammatory diseases of prostate,codeN411,48,56,0,0,-1.17659015484317,-0.61395972150083,1.29864321250009,0.123692176965128
codeN419,N419,80,N41.9 Inflammatory disease of prostate- unspecified,codeN419,N41,N41 Inflammatory diseases of prostate,codeN419,48,3,0,0,-1.35352016393229,-0.28162370031429,0.458597186293833,0.0520248216004358
codeN428,N428,68,N42.8 Other specified disorders of prostate,codeN428,N42,N42 Other disorders of prostate,codeN428,48,0,0,0,NaN,-0.0389731081409188,0.131679662509268,NA
codeN429,N429,83,N42.9 Disorder of prostate- unspecified,codeN429,N42,N42 Other disorders of prostate,codeN429,48,0,0,0,NaN,0.160387159814715,0.274256282243713,NA
codeN433,N433,185,N43.3 Hydrocele- unspecified,codeN433,N43,N43 Hydrocele and spermatocele,codeN433,48,0,0,0,NaN,-0.42069094625633,0.721751403010999,NA
codeN459,N459,124,N45.9 Orchitis- epididymitis and epididymo-orchitis without abscess,codeN459,N45,N45 Orchitis and epididymitis,codeN459,48,90,0,0,-1.38632385180008,-0.78618409019495,1.40232341335005,0.240275895769033
codeN47,N47,297,N47 Redundant prepuce- phimosis and paraphimosis,codeN47,N47,N47 Redundant prepuce- phimosis and paraphimosis,codeN47,49,0,0,0,NaN,-0.385128259638539,0.864820500055638,NA
codeN480,N480,38,N48.0 Leukoplakia of penis,codeN480,N48,N48 Other disorders of penis,codeN480,49,5,0,0,-3.59910334540841,-0.86107050465844,0.62258557583006,0.156726735237123
codeN481,N481,35,N48.1 Balanoposthitis,codeN481,N48,N48 Other disorders of penis,codeN481,49,0,0,0,NaN,-0.0687559787169661,0.1901734208042,NA
codeN486,N486,105,N48.6 Balanitis xerotica obliterans,codeN486,N48,N48 Other disorders of penis,codeN486,49,0,0,0,NaN,-0.502540071298265,0.581888551827216,NA
codeN488,N488,68,N48.8 Other specified disorders of penis,codeN488,N48,N48 Other disorders of penis,codeN488,49,0,0,0,NaN,-0.186830419100952,0.285451644096798,NA
codeN501,N501,63,N50.1 Vascular disorders of male genital organs,codeN501,N50,N50 Other disorders of male genital organs,codeN501,49,0,0,0,NaN,0.270211754830077,0.213964008060007,NA
codeN508,N508,284,N50.8 Other specified disorders of male genital organs,codeN508,N50,N50 Other disorders of male genital organs,codeN508,49,0,0,0,NaN,0.0929096289511098,0.207263536078859,NA
codeN600,N600,49,N60.0 Solitary cyst of breast,codeN600,N60,N60 Benign mammary dysplasia,codeN600,49,0,0,0,NaN,0.42722485230198,0.302618429157859,NA
codeN601,N601,56,N60.1 Diffuse cystic mastopathy,codeN601,N60,N60 Benign mammary dysplasia,codeN601,49,0,0,0,NaN,-0.0560370626858986,0.197460136974056,NA
codeN603,N603,36,N60.3 Fibrosclerosis of breast,codeN603,N60,N60 Benign mammary dysplasia,codeN603,49,0,0,0,NaN,0.11631371068733,0.175308727504645,NA
codeN604,N604,34,N60.4 Mammary duct ectasia,codeN604,N60,N60 Benign mammary dysplasia,codeN604,49,3,0,0,2.49181083386337,0.789676572935777,0.626847057219745,0.168046427864543
codeN608,N608,45,N60.8 Other benign mammary dysplasias,codeN608,N60,N60 Benign mammary dysplasia,codeN608,49,0,0,0,NaN,-0.430940228384642,0.335178904287737,NA
codeN61,N61,40,N61 Inflammatory disorders of breast,codeN61,N61,N61 Inflammatory disorders of breast,codeN61,49,0,0,0,NaN,-0.534084598993674,0.361010281436322,NA
codeN62,N62,96,N62 Hypertrophy of breast,codeN62,N62,N62 Hypertrophy of breast,codeN62,49,0,0,0,NaN,0.219355219587023,0.253569135606461,NA
codeN63,N63,218,N63 Unspecified lump in breast,codeN63,N63,N63 Unspecified lump in breast,codeN63,49,0,0,0,NaN,0.381884474764422,0.759851127850818,NA
codeN645,N645,58,N64.5 Other signs and symptoms in breast,codeN645,N64,N64 Other disorders of breast,codeN645,49,0,0,0,NaN,-0.505630564173358,0.398515994979115,NA
codeN648,N648,54,N64.8 Other specified disorders of breast,codeN648,N64,N64 Other disorders of breast,codeN648,49,0,0,0,NaN,-0.00881028382608412,0.222308396703796,NA
codeN701,N701,42,N70.1 Chronic salpingitis and oophoritis,codeN701,N70,N70 Salpingitis and oophoritis,codeN701,49,0,0,0,NaN,-0.547485485640804,0.449582217966279,NA
codeN72,N72,115,N72 Inflammatory disease of cervix uteri,codeN72,N72,N72 Inflammatory disease of cervix uteri,codeN72,49,0,0,0,NaN,-0.315433467238469,0.335059931775812,NA
codeN736,N736,289,N73.6 Female pelvic peritoneal adhesions,codeN736,N73,N73 Other female pelvic inflammatory diseases,codeN736,49,84,0,0,-0.892865064004,-0.348605981782341,0.680481451943753,0.0644904466694972
codeN739,N739,39,N73.9 Female pelvic inflammatory disease- unspecified,codeN739,N73,N73 Other female pelvic inflammatory diseases,codeN739,49,0,0,0,NaN,-0.301414730244021,0.223497255375014,NA
codeN750,N750,35,N75.0 Cyst of Bartholin's gland,codeN750,N75,N75 Diseases of Bartholin's gland,codeN750,50,0,0,0,NaN,0.0648680557181092,0.185234091916738,NA
codeN751,N751,42,N75.1 Abscess of Bartholin's gland,codeN751,N75,N75 Diseases of Bartholin's gland,codeN751,50,0,0,0,NaN,0.106704176614318,0.120372208904961,NA
codeN800,N800,197,N80.0 Endometriosis of uterus,codeN800,N80,N80 Endometriosis,codeN800,50,1,0,0,-1.02462966068353,-0.407955314884132,0.662739318622176,NA
codeN801,N801,124,N80.1 Endometriosis of ovary,codeN801,N80,N80 Endometriosis,codeN801,50,0,0,0,NaN,-0.551171877025776,0.773351046285843,NA
codeN803,N803,96,N80.3 Endometriosis of pelvic peritoneum,codeN803,N80,N80 Endometriosis,codeN803,50,4,0,0,-1.4987637037024,-0.721249787025448,1.03273405015374,0.0183330539214883
codeN809,N809,99,N80.9 Endometriosis- unspecified,codeN809,N80,N80 Endometriosis,codeN809,50,0,0,0,NaN,0.0071577171359308,0.20132983606472,NA
codeN811,N811,549,N81.1 Cystocele,codeN811,N81,N81 Female genital prolapse,codeN811,50,0,0,0,NaN,0.00568918231390875,0.150876708901912,NA
codeN812,N812,380,N81.2 Incomplete uterovaginal prolapse,codeN812,N81,N81 Female genital prolapse,codeN812,50,0,0,0,NaN,0.211613592044991,0.497893644751004,NA
codeN813,N813,65,N81.3 Complete uterovaginal prolapse,codeN813,N81,N81 Female genital prolapse,codeN813,50,0,0,0,NaN,0.00706880776934529,0.117358935199543,NA
codeN814,N814,142,N81.4 Uterovaginal prolapse- unspecified,codeN814,N81,N81 Female genital prolapse,codeN814,50,0,0,0,NaN,0.0788745796875399,0.168510625912214,NA
codeN815,N815,66,N81.5 Vaginal enterocele,codeN815,N81,N81 Female genital prolapse,codeN815,50,2,0,0,-2.51441571813684,-0.581386326396015,0.545026219318856,0.0518069904001786
codeN816,N816,517,N81.6 Rectocele,codeN816,N81,N81 Female genital prolapse,codeN816,50,0,0,0,NaN,0.20849475628856,0.567521550608278,NA
codeN818,N818,33,N81.8 Other female genital prolapse,codeN818,N81,N81 Female genital prolapse,codeN818,50,0,0,0,NaN,-0.78443684716561,0.516243880734115,NA
codeN819,N819,36,N81.9 Female genital prolapse- unspecified,codeN819,N81,N81 Female genital prolapse,codeN819,50,34,0,0,-2.40958868002894,-1.43644697587299,1.28299325809927,0.0804326225425062
codeN830,N830,50,N83.0 Follicular cyst of ovary,codeN830,N83,N83 Noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN830,50,0,0,0,NaN,-0.286232749969277,0.219556353583663,NA
codeN831,N831,58,N83.1 Corpus luteum cyst,codeN831,N83,N83 Noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN831,50,1,0,0,-2.55025743628021,-0.245837269092787,0.187130367749127,NA
codeN832,N832,517,N83.2 Other and unspecified ovarian cysts,codeN832,N83,N83 Noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN832,50,0,0,0,NaN,0.00759099899507,0.161981338168741,NA
codeN838,N838,71,N83.8 Other noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN838,N83,N83 Noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN838,50,5,0,0,1.51377245874577,0.726507541534827,0.805997035980645,0.090240895354074
codeN839,N839,32,N83.9 Noninflammatory disorder of ovary- Fallopian tube and broad ligament- unspecified,codeN839,N83,N83 Noninflammatory disorders of ovary- Fallopian tube and broad ligament,codeN839,50,0,0,0,NaN,-0.701825564625533,0.48794705810462,NA
codeN840,N840,1002,N84.0 Polyp of corpus uteri,codeN840,N84,N84 Polyp of female genital tract,codeN840,51,16,0,0,0.358790548432066,0.160354508189152,0.532347058936401,0.0177914060325345
codeN841,N841,377,N84.1 Polyp of cervix uteri,codeN841,N84,N84 Polyp of female genital tract,codeN841,51,0,0,0,NaN,0.027929697459646,0.222455434431563,NA
codeN850,N850,143,N85.0 Endometrial glandular hyperplasia,codeN850,N85,N85 Other noninflammatory disorders of uterus- except cervix,codeN850,51,0,0,0,NaN,0.0124762256627083,0.216869010547755,NA
codeN852,N852,156,N85.2 Hypertrophy of uterus,codeN852,N85,N85 Other noninflammatory disorders of uterus- except cervix,codeN852,51,0,0,0,NaN,0.298354311308754,0.447302784559667,NA
codeN854,N854,106,N85.4 Malposition of uterus,codeN854,N85,N85 Other noninflammatory disorders of uterus- except cervix,codeN854,51,0,0,0,NaN,-0.384542404452321,0.406750947554658,NA
codeN858,N858,337,N85.8 Other specified noninflammatory disorders of uterus,codeN858,N85,N85 Other noninflammatory disorders of uterus- except cervix,codeN858,51,0,0,0,NaN,0.0553766412664535,0.249191661906952,NA
codeN86,N86,98,N86 Erosion and ectropion of cervix uteri,codeN86,N86,N86 Erosion and ectropion of cervix uteri,codeN86,51,0,0,0,NaN,-0.08421396436857,0.13165173196124,NA
codeN870,N870,73,N87.0 Mild cervical dysplasia,codeN870,N87,N87 Dysplasia of cervix uteri,codeN870,51,0,0,0,NaN,-0.336380363903882,0.314498316002606,NA
codeN871,N871,52,N87.1 Moderate cervical dysplasia,codeN871,N87,N87 Dysplasia of cervix uteri,codeN871,51,0,0,0,NaN,0.26503664084646,0.360146889726225,NA
codeN879,N879,69,N87.9 Dysplasia of cervix uteri- unspecified,codeN879,N87,N87 Dysplasia of cervix uteri,codeN879,51,0,0,0,NaN,-0.715714744582676,0.785538336931275,NA
codeN882,N882,114,N88.2 Stricture and stenosis of cervix uteri,codeN882,N88,N88 Other noninflammatory disorders of cervix uteri,codeN882,51,0,0,0,NaN,-0.0856252456716422,0.181981091081831,NA
codeN888,N888,120,N88.8 Other specified noninflammatory disorders of cervix uteri,codeN888,N88,N88 Other noninflammatory disorders of cervix uteri,codeN888,51,0,0,0,NaN,-0.342204519419762,0.359794341238419,NA
codeN898,N898,120,N89.8 Other specified noninflammatory disorders of vagina,codeN898,N89,N89 Other noninflammatory disorders of vagina,codeN898,51,0,0,0,NaN,-0.232643423932856,0.349780209167736,NA
codeN904,N904,42,N90.4 Leukoplakia of vulva,codeN904,N90,N90 Other noninflammatory disorders of vulva and perineum,codeN904,51,0,0,0,NaN,-0.247760474389648,0.159313859314566,NA
codeN905,N905,62,N90.5 Atrophy of vulva,codeN905,N90,N90 Other noninflammatory disorders of vulva and perineum,codeN905,51,0,0,0,NaN,0.00348822188882026,0.206517755448243,NA
codeN907,N907,64,N90.7 Vulvar cyst,codeN907,N90,N90 Other noninflammatory disorders of vulva and perineum,codeN907,51,1115,6046,0,-2.28450306319805,-1.07327511553183,1.2327639726253,0.249534223781968
codeN908,N908,88,N90.8 Other specified noninflammatory disorders of vulva and perineum,codeN908,N90,N90 Other noninflammatory disorders of vulva and perineum,codeN908,51,0,0,0,NaN,0.138576875618279,0.178855301696228,NA
codeN920,N920,1012,N92.0 Excessive and frequent menstruation with regular cycle,codeN920,N92,N92 Excessive- frequent and irregular menstruation,codeN920,51,0,0,0,NaN,-0.0668573665291284,0.311700085773214,NA
codeN921,N921,285,N92.1 Excessive and frequent menstruation with irregular cycle,codeN921,N92,N92 Excessive- frequent and irregular menstruation,codeN921,51,0,0,0,NaN,-0.190051754575747,0.374240356883916,NA
codeN923,N923,149,N92.3 Ovulation bleeding,codeN923,N92,N92 Excessive- frequent and irregular menstruation,codeN923,51,0,0,0,NaN,-0.408989340730208,0.62427631847223,NA
codeN924,N924,34,N92.4 Excessive bleeding in the premenopausal period,codeN924,N92,N92 Excessive- frequent and irregular menstruation,codeN924,51,0,0,0,NaN,-0.831978215105475,0.559447066913201,NA
codeN926,N926,196,N92.6 Irregular menstruation- unspecified,codeN926,N92,N92 Excessive- frequent and irregular menstruation,codeN926,52,0,0,0,NaN,-0.313626707558552,0.477725010270902,NA
codeN930,N930,147,N93.0 Postcoital and contact bleeding,codeN930,N93,N93 Other abnormal uterine and vaginal bleeding,codeN930,52,0,0,0,NaN,-0.145919487904621,0.172903670709711,NA
codeN938,N938,119,N93.8 Other specified abnormal uterine and vaginal bleeding,codeN938,N93,N93 Other abnormal uterine and vaginal bleeding,codeN938,52,0,0,0,NaN,0.317546940603508,0.394265218057632,NA
codeN939,N939,186,N93.9 Abnormal uterine and vaginal bleeding- unspecified,codeN939,N93,N93 Other abnormal uterine and vaginal bleeding,codeN939,52,0,0,0,NaN,-0.034289101574877,0.179968118899237,NA
codeN941,N941,131,N94.1 Dyspareunia,codeN941,N94,N94 Pain and other conditions associated with female genital organs and menstrual cycle,codeN941,52,0,0,0,NaN,0.090134676563827,0.202311002025238,NA
codeN946,N946,156,N94.6 Dysmenorrhoea- unspecified,codeN946,N94,N94 Pain and other conditions associated with female genital organs and menstrual cycle,codeN946,52,0,0,0,NaN,-0.189527594392609,0.224843294918657,NA
codeN948,N948,79,N94.8 Other specified conditions associated with female genital organs and menstrual cycle,codeN948,N94,N94 Pain and other conditions associated with female genital organs and menstrual cycle,codeN948,52,0,0,0,NaN,0.147248451883053,0.172662699548295,NA
codeN950,N950,1036,N95.0 Postmenopausal bleeding,codeN950,N95,N95 Menopausal and other perimenopausal disorders,codeN950,52,0,0,0,NaN,0.0575957768667424,0.249176049254976,NA
codeN952,N952,148,N95.2 Postmenopausal atrophic vaginitis,codeN952,N95,N95 Menopausal and other perimenopausal disorders,codeN952,52,0,0,0,NaN,0.186681268057459,0.248326084956863,NA
